Material	EAN	DescricaoCompleta	SubGrupo	quantidade	custoMedio
400007753	7896112197393	TENOFTAL 5MG SOL OFT FR GOT X 5ML TEU.	TEUTO SIM	2594	2.07
400001668	7899095238671	ESCITALOPRAM G.GEO 10MG 30CP(C1)	GEOLAB GEN	2587	3.93
400018865	7898961021270	REUMATRITE CALCIO MDK 60CAP PVT	PREVENT PHARMA	2575	4.59
400002472	7896181901341	CICLOBENZAPRINA G.BIO 10MG 30CP	BIOSINTETICA/LABOFARMA GEN	2564	4.12
400018200	7898758870289	POWER MILL A-Z 60CAP PVT	PREVENT PHARMA	2558	4.1
400018818	7894164000593	LUFSIM 75MG/ML 15ML  SIMETICONA AIR	AIRELA	2529	1.49
400016187	7898593053526	FLORAMAIS 1BI 6CAP LAC ACIDOPHILUS MAX	MAXINUTRI	2525	4.51
400011252	7898927119294	MAIS ZEN NOITE 30 CP PVT.	PREVENT PHARMA	2516	3.63
400016644	7908804701938	REUMATRITE CALCIO+VIT D3 600MG  D PVT	PREVENT PHARMA	2515	4.2
400008216	7896902209114	ACETONA SOL 100ML FAX.	FARMAX	2506	1.92
400017648	7894916325868	MUCOS EXPEC 600MG 10ENV ACETILCISTEI LEG	LEGRAND OTC	2506	10.35
400004782	7896112101345	DEXASON CR 10G DEXAMETASONA TEU.	TEUTO SIM	2498	1.54
400007969	7896112105619	NISTATINA G. TEU SUS 50 ML	TEUTO GEN	2474	3.49
400000489	7898100242900	GRIPALCE 20CA PARACETAMOL+ASSOC BRA.	BRASTERAPICA SIM	2467	3.55
400010839	7898700411706	ENERGRIP 1G 10 CP VIT C VIT	VITAMEDIC SIM	2448	2.28
400005687	7899095203266	BETRICORT 20/0,64MG CR 30G GEO.(*)	GEOLAB SIM	2444	4.37
400016185	7896862993665	GASTROGEL 20CP MAST MENTA MED	MEDQUIMICA GEN	2435	5.91
400003581	7897848500617	AMBROXOL G.NVT 15MG/5ML XPE INF 100ML	NATIVITA GEN	2431	2.99
400000203	7897917002646	BACINA POM 10 G NEO+BAC BEL. (*)	BELFAR SIMILAR	2430	2.64
400000447	7896181914303	PREDNISOLONA G.BIO 3MG/ML SOL OR 120ML	BIOSINTETICA/LABOFARMA GEN	2405	8.15
400001578	7899095201972	ALBEL 40MG/ML SUS FR10ML ALBENDAZOL GEO.	GEOLAB SIM	2401	1.44
400009518	7896112123170	DIGOXINA G. TEU. 0,25MG 30CP	TEUTO GEN	2399	2.55
400007588	7896902202962	COLETOR UNI 70ML EST FAX.	FARMAX	2383	0.61
400000176	7898277710950	SABONETE AROEIRA 100G ARTE ART	ARTE NATIVA	2379	3.26
400009196	7899095202429	CLONAZEPAM 0,5 MG 30 CP GEO. (B1)	GEOLAB GEN	2376	1.79
400004799	7896112122432	DIURIX 25MG 30CP HIDROCLOROTIAZIDA TEU.	TEUTO SIM	2369	0.85
400000068	7898687730289	METILFENIDATO G.ALT 10MG 30CP(A3)	ALTHAIA GEN	2369	15.57
400017911	7898758870869	POWER MILL A-Z 60CP REV PVT	PREVENT PHARMA	2352	4.1
400001768	7899095239487	STOMALIV 5G 50ENV ABACAXI GEO.	GEOLAB SIM	2339	22.97
400001261	7891317478810	BETAISTINA G.EUR 24MG 30CP	EUROFARMA GEN	2330	6.33
400003814	7896714208565	LOSARTANA G.NEO 50MG 30CP	NEO Q. GEN	2316	1.5
400001675	7899095239555	FITOBILOBA 80MG 30CP GINKGO BILOBA GEO.	GEOLAB SIM	2307	8.58
400008880	7896714291222	VIT NEO QUIMI VITAMINA C 10CP EFERV NEO.	NEO Q. SMART	2296	4.16
400004343	7898216362431	PROPRANOLOL G.PLB 40MG 30CP	PHARLAB GEN	2288	1.48
400004873	7896112102519	METRONIDAZOL G.TEU 250MG 20CP(*)	TEUTO GEN	2287	2.86
400003693	7896714262031	ATENOLOL G.NEO 25MG 30CP	NEO Q. GEN	2282	1.58
400015912	7898014561333	AEROFRIN 100MCG 200DOSES SALBUTAMOL PHA	PHARMASCIENCE	2276	10.1
400018203	7896112117681	ANLODIPINO 5MG 30CP G. TEU	TEUTO GEN	2272	1.43
400004523	7897595624642	AMOXICILINA+CLAV G.SAN 500MG 21CP(*)	SANDOZ GEN	2254	39.42
400001323	7891317127404	INDAPAMIDA G.EUR 1,5MG 30CP	EUROFARMA GEN	2252	5.14
400004826	7896112140528	HELMIZOL 250MG 20CP METRONIDAZOL TEU.(*)	TEUTO SIM	2249	2.32
400005381	7898126050091	VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.	ANALITIC	2240	0.82
400003933	7896714225753	TIMOLOL G.NEO 0,5 % SOL 5ML	NEO Q. GEN	2237	2.82
400006386	7896112196846	CLINDAMIN-C 300MG 16CA CLINDAMIC.TEU.(*)	TEUTO SIM	2236	8.67
400016282	7894916325684	ALERGALIV 1MG/ML 100ML XPE LORAT LEG	LEGRAND SIM	2233	4.01
400004837	7896112160298	IBUPRIL 400MG 10CA GEL IBUPROFENO TEU.	TEUTO SIM	2221	2.96
400015639	7898902180134	LACRIVISION 5MG/ML 10 ML CARMEL. SÓD LBN	LEBON	2218	6.6
400003638	7899470804576	MAXALGINA 500MG30CP DIPIRONA SODICA NAT.	NATULAB	2204	5.19
400017547	7898700413724	FEXOFENADINA 6MG/ML 60ML COP G. VIT	VITAMEDIC GEN	2204	7.06
400004912	7896112100539	PROMETAZINA G.TEU 25MG 20CP	TEUTO GEN	2202	2.18
400009511	7898216366149	ROSUVASTATINA G. PLB. 10MG 30CP	PHARLAB GEN	2191	2.87
400004892	7896112189107	NISTATINA G.TEU CR VAG 60G 14 APL	TEUTO GEN	2184	6.59
400007962	7896112105596	CANDITRAT SUS 50ML NISTATINA TEU.	TEUTO SIM	2169	3.61
400002525	7896181918691	PANTOPRAZOL G.BIO 40MG 28CP	BIOSINTETICA/LABOFARMA GEN	2163	4.19
400004750	7896112126744	CETOCONAZOL+BETA G.TEU CR 30 G	TEUTO GEN	2158	4.05
400005706	7899095233805	ACETILCISTEINA G. GEO 20MG XPE INF 120ML	GEOLAB GEN	2130	5.91
400005214	7896862910747	NIFEDIPRESS RETARD 20MG 30CP NIFED. MED.	MEDQUIMICA SIM	2105	3.72
400002111	7898060132518	AZITROMICINA G.GLO 500MG 05CP(*)	GLOBO GEN	2099	3.75
400004903	7896112101659	PAROXETINA G.TEU 20MG 30CP(C1)	TEUTO GEN	2098	3.77
400005065	7898049794324	GLICOMET 500MG 30CP METFORMINA VIT.	VITAMEDIC SIM	2085	2.63
400010456	7899095203235	ALBENDAZOL G. GEO 40MG  10 ML	GEOLAB GEN	2081	1.49
400004511	7897595602114	ALOPURINOL G.SAN 300MG 30CP	SANDOZ GEN	2077	6.93
400001634	7899095245686	COLCHICINA G.GEO 0,5MG 30CP	GEOLAB GEN	2064	4.56
400001785	7899095201378	TRAXONOL 100MG 15CA ITRACONAZOL GEO.	GEOLAB SIM	2051	9.35
400004707	7896112139096	ALPRAZOLAM G.TEU 1MG 30CP(B1)	TEUTO GEN	2032	2.81
400005134	7898927562298	TOPIRAMATO G.ZYD 50MG 60CP(C1)	ZYDUS GEN	2027	10.61
400002863	7896004715230	REPOFLOR 200 MG 04 SC 1G SACCHA BOU LEG.	LEGRAND SUPERMARCAS	2010	9.89
400017295	7898758870333	OSTEO MOVE CONDR+GLUC 400+500MG 30CP PVT	PREVENT PHARMA	2005	14.49
400015647	7898719041819	HIDRA LAB MENTOS LIP SMILE TUTTI 10G	AVVIO	2003	10.98
400010724	7899551301284	EZETIMIBA G. BLB 10MG 30 CP	BIOLAB GEN	1995	32.97
400001368	7891317124038	OLMESARTANA+HCTG.EUR 40/25MG 30CP	EUROFARMA GEN	1990	16.93
400005055	7898049796571	ENALAPRIL G.VIT 20MG 30CP	VITAMEDIC GEN	1986	2.52
400004347	7898216366309	SINVASTATINA G.PLB 20MG 30CP	PHARLAB GEN	1980	2.04
400010660	7899095202436	ALBENDAZOL G. GEO 400MG 5 CP	GEOLAB GEN	1978	4.06
400002202	7898060134147	OMEPRAZOL G.GLO FR 20MG 28 CA	GLOBO GEN	1977	2.05
400004901	7896112101567	PARACETAMOL G.TEU 750MG 20CP	TEUTO GEN	1976	2.19
400002134	7898060139951	CICLOBENZAPRINA G.GLO 10MG 30CP	GLOBO GEN	1976	3.46
400001463	7896902212565	AGUA OXIG ANTIS 10 VOL SPR 100ML FAX.	FARMAX	1965	2.54
400008960	7898007677416	SORO MANITOL 20 % 250 ML SF EQU.	EQUIPLEX	1960	6.86
400005074	7898049797301	NIMELIT 100MG 12CP NIMESULIDA VIT.	VITAMEDIC SIM	1958	0.96
400001302	7891317452971	DOMPERIDONA G.EUR 1MG 100ML	EUROFARMA GEN	1957	8.83
400003305	7896862960087	IBUPROFENO G.MED 100MG 20ML	MEDQUIMICA GEN	1952	2.01
400001674	7899095239586	FITOBILOBA 120MG 30CP GINKGO BILOBA GEO.	GEOLAB SIM	1935	14.81
400002867	7894916146104	ROSUVASTATINA G.LEG 10MG 30CP	LEGRAND GEN	1933	3.48
400009289	7896004778129	DORSANOL 200MG/ML GTS FR 15ML-MLB	MULTILAB SIM	1917	1.7
400003541	7896472519156	SIMETICONA 75MG 15ML MUL.	MULTILAB SIM	1915	1.91
400001746	7899095202078	PARACETAMOL G.GEO GTS 15ML	GEOLAB GEN	1910	1.9
400015991	7896862993535	PARACETAMOL    750MG   20CP G. MED	MEDQUIMICA GEN	1903	2.35
400001740	7899095203686	ONCICREM-A POM 10G TRIANC+ASSOC GEO.	GEOLAB SIM	1902	3.05
400004298	7898216368730	ESCITALOPRAM G.PLB 10MG 30CP(C1)	PHARLAB GEN	1900	3.62
400003037	7896422511728	ALBENDAZOL G.MDY 400MG 1CP	MEDLEY GEN	1882	0.64
400003842	7896714214405	NAPROXENO G.NEO 550MG 10CP	NEO Q. GEN	1879	10.14
400007861	8903855069173	INDAPAMIDA G. TOR 1,5MG LIB PROL 30 CP	TORRENT GEN	1871	3.33
400004874	7896112102663	METRONIDAZOL G.TEU 400MG 24CP(*)	TEUTO GEN	1870	5.26
400010554	7898719040690	CEROCASP SHAMP CETOCONAZOL 1% 100ML AVO.	AVVIO	1866	5.76
400002884	7894916149662	TADALAFILA G.LEG 5MG 30CP	LEGRAND GEN	1864	3.76
400000406	7896181927730	DESVENLAFAXINA G.BIO 100MG 30CP(C1)	BIOSINTETICA/LABOFARMA GEN	1863	20.35
400009915	7894164010301	LORATADINA G. AIR. 1 MG/ML XPE 100 ML	AIRELA	1861	3.98
400004813	7896112142126	FENAFLAN GEL 60G DICL DIETILAMONIO TEU.	TEUTO SIM	1844	4.12
400006496	7896472502745	KELTRINA PLUS LOC 5 % 60ML PERMETR. MUL.	MULTILAB SIM	1843	7.11
400000414	7896181922377	DROPROPIZINA G.BIO XPE 3MG/ML 120ML	BIOSINTETICA/LABOFARMA GEN	1832	4.17
400001120	7896004733234	PREDNISOLONA G.EMS 20MG 10CP	EMS GEN	1831	4.65
400003861	7896714270029	NEOPIRIDIN SPRAY 50ML BENZOCAINA NEO.	NEO Q. SMART	1830	7.93
400016245	7908804701846	FEMME WAY 60GOMAS ACIDO.HIALU+VIT PVT	PREVENT PHARMA	1818	18.35
400009430	7896714291734	ROSUVASTATINA CÁLCICA G. NEO 20MG 30 CP	NEO Q. GEN	1817	10.25
400005218	7896862960261	GASTROGEL FRESH SUS MENTA 240ML MED.	MEDQUIMICA SIM	1812	15.23
400001062	7896004803456	NARIDRIN ADULTO 15ML NAFAZ+MEPI+DEX EMS	EMS SIM	1810	3.84
400008122	7899095201453	OMENAX 20 MG 56 CA OMEPRAZOL GEO.	GEOLAB SIM	1808	4.27
400010112	7891721202810	LEVOTIROXINA SÓDICA G.MER 50  MCG 30 CP	MERCK GEN	1807	6.33
400010768	7899095202627	ALBENDAZOL G. GEO 400MG 1 CP	GEOLAB GEN	1805	1.18
400016208	7898593053533	FLORAMAIS 1BI 12CAP LACT ACIDOPHILUS MAX	MAXINUTRI	1794	5.98
400011161	7891317028237	TROMETAMOL CETOROLACO G. EUR 10MG 10 CP	EUROFARMA GEN	1791	6.43
400017305	7898758870319	OSTEO MOVE COND+GLUC 600+750MG 60 SC PVT	PREVENT PHARMA	1791	29.72
400000415	7896181925224	DULOXETINA G.BIO 30MG 30CA(C1)	BIOSINTETICA/LABOFARMA GEN	1782	17.73
400000268	7897917000963	PLABEL 20CP METOCLOPRAMIDA BEL.	BELFAR SIMILAR	1780	2.6
400006164	7895296254014	PERLUMES 150+10MG/ML 1ML SOL INJ MUL	MULTILAB SIM	1778	6.72
400000895	7896004715674	DIPIRONA G.EMS XPE 50MG/ML 100ML	EMS GEN	1774	5.24
400007106	7891317010362	MOMETASONA G. EUR 0,5 MG/G SPRY 17,5 ML	EUROFARMA GEN	1769	19.68
400006767	7898277714583	APETITEEE BC UVA 240 ML C+ASSOC VIT PVT.	PREVENT PHARMA	1763	2.92
400001790	7899095220188	TYLALGIN GTS 15ML PARACETAMOL GEO.	GEOLAB SIM	1763	1.77
400009899	7894164009510	HIDRALI SAIS NATURAL PO SOL 4ENV AIR.	AIRELA	1756	6.22
400010870	7895296449793	NARATANO 2,5MG 10CP CLO.NARATRIPTANA MUL	MULTILAB SIM	1754	12.89
400017910	7898758870852	PHARMA SENIOR MULHER 50+A-Z 60CP REV PVT	PREVENT PHARMA	1747	4.19
400001663	7899095201224	DIUREMIDA 40MG 20CP FUROSEMIDA GEO.	GEOLAB SIM	1740	1.95
400004752	7896112122692	CETOCONAZOL G.TEU 200MG 10CP	TEUTO GEN	1738	2.87
400006131	7894164006014	VITAXON C TRIPLA ACAO 10CP EFERV AIR.	AIRELA	1735	3.42
400004709	7896112127338	AMBROXOL G.TEU 15MG/ML XPE INF 120ML	TEUTO GEN	1728	2.95
400017289	7898758870203	HEPAT BOM 10ML FLAC 48UN MENTA AMARG PVT	PREVENT PHARMA	1717	13.12
400003254	7896422520669	SIMETICONA G.MDY 125MG 10CA GEL	MEDLEY GEN	1716	2.07
400009489	7896714292397	VIT NEO QUIMICA VIT D 2.000 30CP NEO.	NEO Q. SMART	1714	5.36
400007784	7899095230330	TOBRAMICINA G. GEO 3MG FRASCO 5ML (*)	GEOLAB GEN	1713	4.54
400002757	7896004706535	ESPASMO FLATOL GTS20ML DIMETI+ASSOC LEG.	LEGRAND SIM	1706	9.77
400004846	7896112165538	KIT BIO SOAK 360ML+120ML TEU.	TEUTO SIM	1706	22.68
400010901	7896112104629	DIPIRONA MON. 1G G. TEU 1G 10 CP	TEUTO GEN	1706	5.15
400004880	7896112173403	NAPROX 500MG 10CP NAPROXENO TEU.	TEUTO SIM	1686	2.93
400004764	7896112136385	CETOPROFENO G.TEU GTS 20ML	TEUTO GEN	1679	1.65
400004915	7896112121114	QUETIAPINA G.TEU 100MG 30CP(C1)	TEUTO GEN	1672	9.77
400004728	7896112175858	BACLOFENO G.TEU 10MG 20CP	TEUTO GEN	1670	2.53
400011044	7899470808260	DIPIRONA MON. G. NAT 500MG 30CP	NATULAB	1639	5.14
400001591	7899095238473	ANLODIPINO G.GEO 10MG 30CP	GEOLAB GEN	1638	2.53
400017537	7896862994099	IBUPROFENO 600MG 10CAP MOLE G. MED	MEDQUIMICA GEN	1638	5.28
400008444	7896004785622	OCYLIN 500 MG 21 CA AMOXICILINA MUL. (*)	MULTILAB INVERNO	1634	6.11
400000316	7898146820582	GABAPENTINA G.BLB 300MG 30CA(C1)	BIOLAB GEN	1622	22.17
400000364	7896181924098	ACEBROFILINA G.BIO 5MG/ML XPE INF 120ML	BIOSINTETICA/LABOFARMA GEN	1621	4.6
400005694	7899095204980	NISOFLAN 50MG/ML SUSP 15ML NIMES. GEO.	GEOLAB SIM	1615	1.69
400005727	7899470802961	XAROPE GUACO 100ML S/AC MIK GLO SPR NAT.	NATULAB	1614	3.92
400005693	7899095204454	BETOGENTA 0,64/1,0G CR 30G GEO.(*)	GEOLAB SIM	1611	4.9
400004160	7895296282017	PREDSIGMA 20MG 10CP PREDNISOLONA MUL	MULTILAB INVERNO	1607	3
400016054	7896714295329	DOMPERIDONA     10MG   60CP G. NEO	NEO Q. GEN	1604	4.87
400015668	7898719041826	HIDRA LAB.MENTOS LIP SMILE RAINB 10G	AVVIO	1600	10.98
400010113	7891721202834	LEVOTIROXINA SÓDICA G.MER 75  MCG 30 CP	MERCK GEN	1594	6.93
400007014	7894164008551	MELATONINA GTS 20 ML AIR.	AIRELA	1588	6.67
400010549	7891721202988	LEVOTIROXINA SODICA G. MER 25 MCG 30 CP	MERCK GEN	1587	5.73
400001007	7896004705682	INFRALAX 30CP PARACETAMOL+ASSOC EMS.	EMS SIM	1585	5.59
400018050	7898758870159	VISION 30CAP LUTEINA+ZEAXANTINA PVT	PREVENT PHARMA	1585	5.72
400003293	7896862970574	FLUCONAZOL G.MED 150MG 02CP	MEDQUIMICA GEN	1582	1.3
400017482	7898758870630	PREVENT C VITAMINA C 1G 30CP PVT	PREVENT PHARMA	1575	6.56
400002203	7898060134154	OMEPRAZOL G.GLO FR 20MG 56 CA	GLOBO GEN	1562	3.08
400004057	7895296277013	DROXY 25MG 30CP HIDROXIZINA MUL	MULTILAB SIM	1550	18.2
400007779	7896112106425	IBUPROFENO G. TEU 600 MG 10 CA	TEUTO GEN	1548	4.96
400004920	7896112171355	RISPERIDONA G.TEU 1MG 30CP(C1)	TEUTO GEN	1544	3.25
400008977	7899095202412	CLONAZEPAM G. GEO GTS 20 ML (B1)	GEOLAB GEN	1544	3.14
400017302	7898758870357	NUTRIFER 150MG 60CAP BISG DE FERRO PVT	PREVENT PHARMA	1539	10.15
400000020	7894164006922	FLUIVE 40MG/ML 120ML ACETIL AIR.	AIRELA	1523	5.11
400017802	7896181918851	SIMETICONA 75MG/ML 15ML GTS G. BIO	BIOSINTETICA/LABOFARMA GEN	1522	1.79
400001068	7896004715902	NEOMICINA+BACITRACINA G.EMS POM 15 G(*)	EMS GEN	1509	4.18
400004257	7898216360000	AZITROMICINA G.PLB 500MG 3CP(*)	PHARLAB GEN	1507	2.68
400007859	8902220119574	GLICLAZIDA G. TOR 30MG LIB PROL 30 CP	TORRENT GEN	1507	2.88
400006207	7896004714196	NOCICLIN 0,15+0,03MG 21CP MUL	MULTILAB SIM	1506	2.17
400015669	7898719041833	HIDRA LAB MENTOS LIP SMILE RED FRUIT 10G	AVVIO	1505	10.98
400000792	7896004700571	CARBOCISTEINA 50MG/ML 100ML XPE AD G. EM	EMS GEN	1502	10.56
400004808	7896112159599	ESCITALOPRAM G.TEU 20MG 30CP(C1)	TEUTO GEN	1498	6.62
400006093	7893454300115	ACERATUM 10ML SOL OTOL PEROX. UREIA CEL.	CELLERA SIM	1494	7.18
400005060	7898049793235	FLUCONID 150MG 1CA FLUCONAZOL VIT.	VITAMEDIC SIM	1484	0.7
400015564	7898719040911	AGUA OXIG 10 VOL 100ML AVO.	AVVIO	1484	1.16
400008188	7899470807638	MAXALGINA 1GR 20CP DIPIRONA MONOID. NAT.	NATULAB	1471	8.05
400006108	7894164005215	NASONEW SPR 50ML CLOR SOD+BENZALC. AIR.	AIRELA	1467	4.86
400008844	7896714291215	VIT NEO VITAMINA C+ZN 10CP EFERV NEO.	NEO Q. SMART	1467	5.94
400005104	7898940658800	ACECLOFENACO G.ZYD 100MG 12CP	ZYDUS GEN	1466	3.17
400007567	7894164008650	FLUIVE SACHE 600MG 16ENV 60CT AIR.	AIRELA	1463	10.8
400005662	7898947170633	LUVA LATEX TAM M USO GERAL 100UN MDX	MEDIX BRASIL	1459	12.58
400001370	7891317121235	OLMESARTANA G.EUR 40MG 30CP	EUROFARMA GEN	1457	17.44
400003792	7896714219318	HISTAMIN XPE100ML DEXCLORFENIRAMINA NEO.	NEO Q. SMART	1457	7.06
400002493	7896181900351	ESCITALOPRAM G.BIO 10MG 30CP(C1)	BIOSINTETICA/LABOFARMA GEN	1453	3.41
400007343	7896714212838	IVERNEO 6 MG 4 CP IVERMECTINA NEO.	NEO Q. SMART	1443	4.42
400016802	7896014674732	ACICLOVIR 50MG/G 10G CR G. BLA	BLAU GENÉRICOS	1442	3.21
400004703	7896112198246	AFOPIC 5MG 20CP ACIDO FOLICO TEU.	TEUTO SIM	1429	2.27
400008436	7891317017422	PANTOPRAZOL G. EUR 40 MG 28 CP	EUROFARMA GEN	1426	4.21
400000988	7896004716176	HIDROCLOROTIAZIDA G.EMS 25MG 30CP	EMS GEN	1420	1.34
400010726	7898100241583	TYFLEN 750MG 20 CP PARACETAMOL BRA	BRASTERAPICA SIM	1418	2.13
400015885	7898700412260	ATENOLOL     50MG   30CP G. VIT	VITAMEDIC GEN	1416	1.36
400002690	7896004706559	CELERG XPE 120ML DEXCLORF+BETA LEG.	LEGRAND SIM	1415	9.6
400003495	7896472502943	CEFAGEL 500MG 10CA CEFALEXINA MUL.(*)	MULTILAB SIM	1414	5.45
400010763	7899095202634	ALBENDAZOL G. GEO 400MG 3 CP	GEOLAB GEN	1414	2.69
400004632	7897595615480	SIMETICONA G.SAN 125MG 10CP	SANDOZ GEN	1412	3.04
400002656	7894916143868	AMOXICILINA+CLAV G.LEG 875MG 14CP(*)	LEGRAND GEN	1410	32.59
400002528	7896181921011	PREDNISOLONA G.BIO 20MG 10CP	BIOSINTETICA/LABOFARMA GEN	1409	3.49
400016517	7896862993627	GASTROGEL TABS 20CP MAST HIDROX ALU MED	MEDQUIMICA SIM	1406	5.91
400002658	7894916144605	AMOXICILINA G.LEG 500MG 21CP(*)	LEGRAND GEN	1390	11.68
400002692	7896004774220	CENEVIT 1G EFEV 10CP VIT C LEG.	LEGRAND SUPERMARCAS	1384	2.6
400005393	7898133135941	BRONQTRAT 15MG5ML XPE INF100ML AMBR NAT.	NATULAB	1384	3.69
400001696	7899095200425	HYSTIN 2MG 20CP DEXCLORFENIRAMINA GEO.	GEOLAB SIM	1381	1.17
400000894	7896004718446	DIPIRONA G.EMS GTS 500MG/ML 20ML	EMS GEN	1377	2.98
400004791	7896112199946	DILTIAZEM 60MG 50CP G. TEU	TEUTO GEN	1374	7.17
400002522	7896181918424	PANTOPRAZOL G.BIO 20MG 28CP	BIOSINTETICA/LABOFARMA GEN	1373	2.88
400007926	7899095204430	BETOGENTA POMADA 0,64MG+1MG 30G GEO. (*)	GEOLAB SIM	1365	4.97
400001446	7891317422028	NIMESULIDA G.EUR 100MG 12CP	EUROFARMA GEN	1363	3.21
400010099	7891721202858	LEVOTIROXINA SÓDICA G. MER 100 MCG 30 CP	MERCK GEN	1362	5.41
400004924	7896112104407	ROSUVASTATINA G.TEU 20MG 30CP	TEUTO GEN	1343	7.35
400010377	7894164010271	CLOR AMBROXOL G. AIR 6MG/ML 100 ML	AIRELA	1343	3.98
400004439	7897076910929	CINARIZINA G.RAN 75MG 30CP	RANBAXY GEN	1338	10.15
400010899	7896112105305	SUCC.DESVENL.MON. G. TEU 100MG 28 CP(C1)	TEUTO GEN	1337	14.22
400004488	7897076917744	ROSUVASTATINA G.RAN 10MG 30CP	RANBAXY GEN	1312	4.13
400004727	7896112141693	BACLOFEN 10MG 20CP BACLOFENO TEU.	TEUTO SIM	1309	2.41
400004746	7896112149422	CEFALEXINA G.TEU 500MG 40CP(*)	TEUTO GEN	1305	17.39
400005035	7898049796502	ALGY-FLANDERIL 300MG20CP IBUPROFENO VIT.	VITAMEDIC SIM	1303	2.23
400003105	7896422514644	CLONAZEPAM G.MDY 0,5MG 30CP(B1)	MEDLEY GEN	1302	0.66
400017801	7896181911036	DIPIRONA 50MG/ML 100ML G. BIO	BIOSINTETICA/LABOFARMA GEN	1301	4.78
400007970	7896112104360	ROSUVASTATINA G. TEU 10 MG 30 CP	TEUTO GEN	1300	5.49
400006160	7894916341318	AMOX.+CLAV G.LEG 400/57MG 70ML SOL (*)	LEGRAND GEN	1296	11.98
400001338	7891317003647	LEVOFLOXACINO G.EUR 750MG 07CP(*)	EUROFARMA GEN	1292	14.44
400003921	7896714255941	TADALAFILA G.NEO 5MG 28CP	NEO Q. GEN	1291	4.66
400008860	7898593053267	REHIDRALIN PO AGUA DE COCO 4ENV 28G MAX.	MAXINUTRI	1291	5.19
400005036	7898049796519	ALGY-FLANDERIL 600MG20CP IBUPROFENO VIT.	VITAMEDIC SIM	1285	2.52
400004730	7896112104162	BIOLAGRIMA SOLUCAO PARA LENTES 15ML TEU.	TEUTO SIM	1282	11.74
400007702	7891317016326	BILASTINA G. 20 MG 15 CP EUR.	EUROFARMA GEN	1281	16.81
400016768	7899095202696	DOXAZOSINA 2MG 30CP G. GEO	GEOLAB GEN	1281	2.87
400015956	7898049796953	ALGY GTS 100MG/ML 20ML SUSP ORAL IBU VIT	VITAMEDIC SIM	1275	2.17
400000136	7898277710363	APIS FRESH MEL PROPOLIS SPR 35ML ART.	ARTE NATIVA	1274	3.67
400010245	7896112182993	OLEO MINERAL 100% 100ML TEU.	TEUTO SIM	1270	4.29
400003628	7899470807997	KALONAT 10ML AC SALICILICO+LACTICO NAT.	NATULAB	1265	7.11
400000152	7898277713067	DESUPRE 20ML GTS LIMAO VIT D ART.	ARTE NATIVA	1264	5.02
400001698	7899095260443	IBUPROFENO G.GEO 50MG GTS 30ML	GEOLAB GEN	1263	2.15
400001432	7891317444921	AZITROMICINA G.EUR 500MG 05CP(*)	EUROFARMA GEN	1261	5.91
400010734	7891182016308	TINTURA KOLESTON SUP INTENSO 7744 WELLA	WELLA	1260	14.02
400005179	7896714204413	DICLOFEN. DIETIL. G.NEO GEL 11,6MG 60 G	NEO Q. GEN	1257	4.37
400009692	7899095202689	GLICEFOR 850 MG 30 CP METFORMINA GEO.	GEOLAB SIM	1257	3.82
400003107	7896422514651	CLONAZEPAM G.MDY 2MG 30CP(B1)	MEDLEY GEN	1256	1.16
400001461	7896902211544	AGUA OXIG 10 VOL 100ML FAX.	FARMAX	1252	1.25
400018568	7896112117698	TEUTOVIT E 400MG 30CAP GEL TEU	TEUTO SIM	1247	7.62
400017457	7896472501823	MULTIGRIP 20CAP PARAC+CLORF+FENIL LEG	LEGRAND OTC	1243	13.28
400005853	4015630064175	ACCU-CHEK ACTIVE 25 TESTES ROC.	ROCHE	1241	35.38
400000134	7898277710387	APIS FRESH MEL PROP MENTA SPR 35ML ART.	ARTE NATIVA	1240	3.67
400008991	7896112107064	LEXIN 500 MG 10 CP CEFALEXINA TEU. (*)	TEUTO SIM	1239	4.88
400017488	7898700412512	PARACETAMOL 750MG 20CP G. VIT	VITAMEDIC GEN	1239	2.5
400004556	7897595605924	CLOPIDOGREL G.SAN 75MG 28CP	SANDOZ GEN	1236	8.25
400001098	7896004722337	PARACETAMOL+PSEUDO G.EMS 24CP	EMS GEN	1234	8.43
400011204	7898593052598	DIMAG TRIO 800MG 60 CP MAX.	MAXINUTRI	1231	20.77
400016830	7899095204195	CICLOBENZAPRINA 10MG 15CP REV G. GEO	GEOLAB GEN	1231	2.92
400004743	7896112130192	CEFADROXILA G.TEU 500MG 8CA(*)	TEUTO GEN	1229	6.6
400017624	7891721201806	GLIFAGE XR 500MG 30CP LIB PROL METF MERK	MERCK SIM	1225	5.36
400003292	7896862970567	FLUCONAZOL G.MED 150MG 01CP	MEDQUIMICA GEN	1223	0.71
400000215	7897917001397	BELSPAN COMP 20CP ESCOPOL+DIP BEL.	BELFAR SIMILAR	1216	6.91
400000974	7896004717999	GEROVITAL COMP VITAM 60CA EMS.	EMS SIM	1210	42.47
400001166	7896004705330	SIMETICONA G.EMS GTS 15ML	EMS GEN	1208	2.92
400004894	7896112166221	NITROFURANTOINA G.TEU 100MG 28CA(*)	TEUTO GEN	1202	4.45
400003592	7897848501195	HIDROXIZINA G.NVT 2MG/ML 100ML	NATIVITA GEN	1200	3.37
400004258	7898216365708	AZITROMICINA G.PLB 500MG 5CP(*)	PHARLAB GEN	1200	3.99
